target,temperature,PSI,flow_rate_lfm,geophone,accelerometer
normal,219.5186946,3276.904543,69.83938546,0.560569159,6.116288137
normal,213.7609699,3210.120643,64.6599691,0.597831917,5.834370407
normal,202.3085677,3268.740009,66.93936867,0.731717046,5.935276935
normal,209.3186561,3236.403502,67.31511223,0.592025239,6.6484108
normal,210.7582412,3314.098186,70.08681667,0.562377145,7.350547194
normal,212.8894322,3231.045381,67.59066434,0.652170556,5.708742365
normal,216.0718892,3264.737904,72.57830048,0.632890403,7.863544432
normal,220.0372321,3324.190277,67.5700176,0.611802058,7.593168153
normal,215.0904762,3300.633845,66.73162674,0.546258397,5.913378359
normal,211.9713766,3293.369067,65.48404854,0.627610249,8.260696478
normal,209.9550219,3199.982861,67.54997598,0.57300237,7.994131695
normal,222.05063,3308.180379,65.79143068,0.614387939,9.483239315
normal,206.596238,3223.121215,68.11789911,0.681627797,6.490703618
normal,212.1335365,3269.997364,71.30344714,0.584719089,7.848193757
normal,220.9349973,3237.523038,66.98856347,0.650650348,6.435312167
normal,209.7698676,3243.088125,72.75149433,0.476764284,9.562007292
normal,207.2024921,3247.844442,64.48372703,0.400887597,9.034117758
normal,221.5929297,3222.988922,66.9276884,0.529059926,5.152237751
normal,209.596741,3280.101367,70.37766763,0.655818743,8.211911452
normal,215.6630934,3253.94768,69.01136588,0.637821771,7.266261966
normal,209.8078952,3239.200696,66.05818871,0.601257075,6.978447212
normal,212.6526463,3292.288019,68.95562335,0.56879887,8.227047307
normal,214.8410294,3277.477432,66.60440234,0.522886957,6.458131966
normal,214.5952808,3247.925558,66.03216609,0.496327604,8.614219385
normal,216.1213709,3265.304528,72.1309161,0.618637761,9.598875866
normal,218.1261257,3188.569995,68.51549693,0.673189248,9.026790822
normal,215.0624024,3252.906314,70.46263325,0.652170186,7.295632823
normal,213.3858168,3263.703339,69.4387725,0.439239057,8.040963773
normal,219.5434561,3266.209378,70.72261202,0.545315294,6.725905614
normal,221.5543417,3275.666254,68.95665444,0.441794842,6.30891909
normal,211.8641429,3202.738318,69.40113524,0.593197411,7.709733852
normal,215.1101241,3219.045521,67.82799425,0.754846467,7.377888787
normal,214.633278,3223.542507,71.6820922,0.624563785,7.225352989
normal,225.7291032,3250.500635,71.06324938,0.537422946,6.986396108
normal,203.7628766,3262.484857,71.76825544,0.352612051,7.637745339
normal,220.5528693,3242.016091,69.60545209,0.541527116,6.861575169
normal,223.8308499,3239.723814,65.25760059,0.552929106,7.249116027
normal,224.8959862,3233.168804,68.24996644,0.405889887,5.384413014
normal,217.7864607,3257.776732,68.83033417,0.568856238,6.422904573
normal,212.2975773,3234.139704,67.02034684,0.650428427,8.283780886
normal,215.8799916,3232.144428,68.7684721,0.411192848,8.476856036
normal,222.3179788,3304.324666,68.11081279,0.705342577,8.019660744
normal,218.9715462,3224.331109,67.55588196,0.672614109,7.364526966
normal,218.0739634,3292.048037,65.10882512,0.597537047,8.166104124
normal,216.9941707,3317.58408,69.18106128,0.608616543,7.855030499
normal,211.6483819,3265.790746,68.45844692,0.489589988,6.593602779
normal,209.45254,3283.059468,66.94894722,0.516443191,8.499846194
normal,216.1699616,3285.598041,69.13966603,0.636297749,6.140058145
normal,203.6180568,3177.425428,67.11277923,0.581524336,6.07651682
normal,211.8069708,3289.570516,68.03842951,0.508805379,7.119495063
normal,210.1177419,3236.672898,68.71271679,0.506980004,7.149988233
normal,217.0298199,3285.409798,70.75596429,0.442141925,8.337658187
normal,209.2515924,3218.294815,66.14316303,0.59347791,7.638946831
normal,215.0131086,3255.765109,65.86699435,0.532509361,7.546452971
normal,221.6193327,3201.687937,69.11447594,0.602525122,9.252635213
normal,211.3920485,3236.077945,67.81190593,0.484039229,6.526956994
normal,213.9991067,3202.002551,73.38285677,0.605831494,5.411355084
normal,207.9963308,3215.615323,68.70030444,0.747360359,6.467534555
normal,220.317247,3218.761751,65.07473467,0.524888192,7.32358554
normal,208.560926,3240.850064,69.1129704,0.40742804,6.627803219
normal,207.9240367,3201.822036,64.3017236,0.559622009,9.127580514
normal,218.7462974,3246.028878,66.24975875,0.701425274,6.958868973
normal,210.861647,3286.914792,71.15799804,0.665890395,6.93294163
normal,212.9099471,3245.309944,63.75376041,0.498846878,6.02632372
normal,212.3187024,3243.834894,65.31165877,0.52855343,6.179009841
normal,212.3863766,3232.696207,69.73792071,0.63359023,7.668101354
normal,212.1135951,3298.957872,63.97742668,0.5415544,6.960216352
normal,217.3155622,3260.203118,67.66082805,0.551728339,6.682752055
normal,209.4556066,3262.076535,67.11931514,0.539768095,9.040936243
normal,226.5087678,3251.819056,69.06051132,0.460412682,8.668120582
normal,218.0872427,3264.446414,72.18650393,0.51740809,9.746052242
normal,210.7011994,3220.670524,70.91346186,0.493702165,8.512513476
normal,205.4828023,3223.079367,65.52328476,0.566080794,5.483977576
normal,212.7559907,3236.316542,64.56175325,0.423981357,8.389008943
normal,217.6796789,3271.184873,63.81553838,0.528415126,5.417363384
normal,219.3857526,3266.320359,70.32318249,0.507825637,8.160468447
normal,224.2416331,3237.706116,68.18954251,0.580704976,7.462138423
normal,213.1285357,3275.4322,67.34542247,0.728925253,8.069449855
normal,211.2132904,3233.950693,65.20778096,0.47972968,7.986385222
normal,213.6709756,3223.300141,70.90021533,0.656761622,8.728057896
normal,213.5093695,3291.952545,71.20736353,0.578512556,8.226936927
normal,225.0743494,3252.562973,68.56324462,0.500493652,8.27695604
normal,216.1571834,3294.473588,69.67271371,0.37767456,8.199548091
normal,224.060872,3232.260907,66.42575886,0.533318542,7.426915705
normal,213.2935808,3238.23929,68.92842817,0.710860249,7.767554815
normal,219.6982707,3252.323962,71.40354199,0.450391374,5.974121134
normal,211.317884,3285.344906,68.20728014,0.681620922,7.559149703
normal,216.5403349,3217.919384,68.28761868,0.448837705,5.947041079
normal,209.2367712,3232.322573,70.26949058,0.357354507,8.483993611
normal,216.144217,3214.720569,68.39810605,0.498167932,7.300962111
normal,223.1659313,3238.930567,69.59270136,0.546722559,7.249316001
normal,219.3133426,3277.634401,66.98663792,0.57774297,7.558323026
normal,214.1188688,3299.652087,67.45876759,0.623079344,8.22584525
normal,211.958354,3224.776444,67.65065499,0.482736006,9.012610106
normal,215.9587484,3204.727417,71.30187692,0.491812122,8.98913875
normal,212.127978,3287.022722,69.07247398,0.490177329,7.895297536
normal,221.4518413,3224.104633,67.67802476,0.433840942,8.097545042
normal,215.6047271,3231.407053,67.03142392,0.473646901,9.208447516
normal,210.2738389,3230.249911,66.40265674,0.696396668,5.941070845
normal,216.0610506,3243.80147,73.0097357,0.494015834,8.385352364
normal,216.1725344,3253.028835,66.97151756,0.503778246,10.52564628
normal,207.2204249,3232.800737,70.4405507,0.615529543,8.639098409
normal,218.2445429,3200.051768,66.49579571,0.584692345,7.601592741
normal,215.9640242,3250.936156,67.00139492,0.497829069,6.251120587
normal,206.5584769,3275.564721,69.80519722,0.56141591,8.375197097
normal,220.6511801,3263.634845,73.41933061,0.439168846,6.720325632
normal,217.084073,3234.715979,70.33478849,0.494233422,8.032448465
normal,211.5031644,3216.635898,64.67550446,0.731187355,8.243671694
normal,214.4504967,3278.427442,68.00169916,0.668958055,7.654389435
normal,223.5459701,3204.968652,66.85838946,0.634080662,7.93996853
normal,212.831696,3235.034026,68.09008685,0.540323479,8.550822249
normal,221.4199563,3211.032262,69.86487339,0.553508146,8.575790673
normal,218.457036,3325.177628,69.57766361,0.542198898,6.614310848
normal,217.2284487,3226.45821,64.20811022,0.535444156,7.745822102
normal,213.8788179,3334.2596,66.9551516,0.538731316,7.799586741
normal,213.2717228,3227.84812,71.24646324,0.508714713,7.932936895
normal,215.0540291,3244.031172,70.56970963,0.647038721,8.361318199
normal,211.4103799,3252.727006,70.38293203,0.538195051,6.381989175
normal,216.9435191,3211.605932,66.16033604,0.614173126,7.542753729
normal,215.0091646,3273.292177,69.21534432,0.69996559,8.59493838
normal,211.2349177,3256.736299,73.88682612,0.494462873,7.649562702
normal,214.4847474,3186.450274,65.70434619,0.670887316,6.294118466
normal,213.3832891,3259.325122,70.69024187,0.593888884,7.860959799
normal,232.0002047,3234.676187,68.1654504,0.5292025,9.125103222
normal,219.2566264,3211.22529,71.62835225,0.544464211,8.98344366
normal,215.5602737,3284.372427,72.26588982,0.637672901,6.894365171
normal,217.8515748,3261.010123,69.57029601,0.572936776,5.991891463
normal,205.7188466,3231.735877,67.633156,0.457385331,8.254560684
normal,213.1641419,3293.613773,65.91072134,0.536191281,8.634304964
normal,215.7293243,3250.618585,70.63121082,0.583413034,8.116182265
normal,211.8628925,3259.726936,66.62836518,0.638172568,5.763575971
normal,218.3464617,3295.013978,67.02913262,0.691251129,7.972757349
normal,228.095835,3263.825676,67.45467532,0.538340432,7.551603159
normal,222.1357908,3237.554464,61.18634075,0.565701898,5.13064773
normal,210.0708099,3321.181717,67.6351424,0.60661098,8.343378377
normal,222.3002727,3232.077001,63.36594103,0.566920679,7.345508063
normal,212.8175901,3247.936481,75.42699244,0.538590286,9.318044063
normal,215.9770413,3235.993951,65.74441748,0.534016579,9.57097899
normal,207.5484878,3242.74002,66.81035515,0.527629042,6.556399551
normal,221.5346084,3289.523065,66.24872878,0.542579344,11.08343598
normal,217.1824397,3211.116633,69.52048121,0.538105902,6.429125601
normal,222.1907107,3282.556755,66.1359157,0.523097675,8.721009589
normal,209.7039748,3245.410478,68.39915429,0.491361577,5.680942082
normal,207.0771769,3317.777806,66.3070254,0.416271197,8.234286159
normal,212.6269905,3230.506296,65.9688123,0.592397104,8.77168646
normal,220.7948465,3171.922545,68.33115889,0.434756517,8.059817006
normal,219.0013395,3209.98229,66.65108476,0.566489752,8.328703156
normal,214.6869528,3241.409318,67.02023463,0.512535868,9.196886908
normal,222.1198024,3250.063336,71.12711803,0.742800199,7.948676213
normal,210.3311849,3312.72223,70.63627256,0.600464904,6.969520028
normal,199.7569048,3227.366717,68.54494105,0.454249829,9.499855307
normal,219.1606244,3280.048013,72.46485022,0.620497806,9.250985036
normal,216.7085457,3260.18791,70.60014494,0.599104117,7.596555953
normal,211.2866828,3222.105075,67.19010072,0.459345574,7.234500356
normal,211.6680187,3235.846912,63.60264249,0.52884563,9.036455753
normal,218.3366013,3241.94661,71.57981886,0.504262747,7.76228402
normal,211.0655686,3266.989129,65.84405241,0.649339012,7.079081213
normal,211.4573546,3198.836018,70.5278992,0.603379258,8.54880107
normal,214.5235876,3267.087912,65.52105819,0.386129393,8.60128715
normal,219.456607,3244.055767,67.38737416,0.587728578,6.181360177
normal,218.1589152,3242.152001,71.01279473,0.508807611,6.280535209
normal,207.39736,3186.591148,69.59571453,0.537993317,5.665286636
normal,216.7650088,3269.655071,63.81379015,0.535962132,8.877527961
normal,212.8740728,3220.055134,62.12881464,0.557665187,7.068079435
normal,206.5054786,3260.343438,69.76112027,0.435373134,6.697160213
normal,212.5158868,3258.410346,67.63548518,0.471708659,7.890791683
normal,212.7000194,3323.088446,69.18405618,0.52367701,7.311012924
normal,215.4463499,3195.087606,66.76844935,0.442947585,8.188742146
normal,207.0695383,3282.030308,68.32084738,0.644658673,8.078240957
normal,213.4485285,3252.778619,67.42647971,0.518284187,7.714000259
normal,221.0444686,3227.36594,68.0950689,0.64163474,6.942032251
normal,223.3769861,3261.387467,68.01789769,0.522928063,6.78011469
normal,222.3456012,3290.298438,70.96540823,0.428724795,9.421767021
normal,224.0189678,3222.562945,69.64832061,0.61296732,6.807485212
normal,216.1067556,3281.698909,68.3370519,0.471142674,7.649852013
normal,214.9130314,3180.788475,65.58983679,0.543455658,8.257060038
normal,212.1141558,3234.546701,66.29109692,0.605964035,5.111694506
normal,218.090588,3243.177843,69.78487901,0.581815557,7.256108166
normal,212.3410421,3228.153616,69.02580802,0.450767058,7.22786439
normal,211.8368435,3253.785576,64.79141866,0.62445161,8.907490823
normal,214.7309206,3228.5935,68.35007961,0.605162816,7.327250889
normal,210.7185762,3262.187351,64.96822863,0.705736428,9.330097547
normal,207.679227,3187.454511,68.46206115,0.67568681,7.374475194
normal,213.3604799,3240.627893,69.1198745,0.642472481,7.448298749
normal,219.6586498,3352.010685,63.2775658,0.654135771,4.685484867
normal,217.8646998,3276.638311,65.35377537,0.456438854,9.840395774
normal,208.2725123,3180.934107,66.4274172,0.613302052,5.791961193
normal,221.9330504,3317.553538,69.35098489,0.497970081,7.636210749
normal,214.5640903,3229.982413,68.83133683,0.685585185,8.705190563
normal,211.2760069,3247.275258,66.92147278,0.635504588,6.584479694
normal,225.3001966,3233.938941,67.69914544,0.60287326,7.465410622
normal,212.0673839,3211.746061,66.22656968,0.54091491,5.317927205
normal,207.9369831,3262.745921,68.46378703,0.625348571,7.945949899
normal,207.0243298,3246.955232,66.48100475,0.562344243,6.487621979
normal,211.1191604,3242.577086,72.19158939,0.347005491,6.442318154
normal,217.7629549,3255.019071,69.75620376,0.481001049,7.424564435
normal,213.8521683,3258.311415,68.15327915,0.510523084,7.990783726
normal,232.8035728,3199.09524,71.0436248,0.674973243,6.42202889
normal,209.9803078,3280.997362,67.48426191,0.501328598,7.166502709
normal,212.5327633,3228.219179,69.8358877,0.59667346,7.347710677
normal,217.9723806,3255.114285,65.45642355,0.539449772,7.590758816
normal,219.6834424,3282.881402,66.4161173,0.570466959,9.097897956
normal,220.0741815,3265.741684,64.33607506,0.436264665,8.780798153
normal,225.9052975,3186.990408,69.56865553,0.559058484,7.896939323
normal,219.0133037,3261.208494,65.69831718,0.474868749,7.268233902
normal,216.9358178,3253.470178,73.18539079,0.551516432,7.685120638
normal,212.4068722,3227.876806,69.04587926,0.515842672,6.007522978
normal,214.9188761,3218.220582,70.7550726,0.472546434,5.857893211
normal,218.1313939,3241.815687,65.53744649,0.563033638,6.851831921
normal,210.7550904,3256.682622,70.3685994,0.487334332,7.986841345
normal,218.5379586,3258.208244,66.97614141,0.417167379,7.330856388
normal,213.7730582,3276.74638,65.39589272,0.579238325,7.647607608
normal,205.2903106,3235.841193,69.34827464,0.555350777,7.669512378
normal,211.8198877,3251.845977,69.60917392,0.49173044,9.125325808
normal,210.0468475,3268.246915,69.88467808,0.543889742,7.368398529
normal,213.8357345,3287.645054,65.34333966,0.452879368,6.802128728
normal,205.3965594,3263.944206,71.02614099,0.420658539,6.90985651
normal,217.3414183,3268.795598,64.79637131,0.609160743,8.778690373
normal,206.808505,3300.335423,69.67906949,0.555439951,8.235656986
normal,215.1009432,3206.158086,66.31314839,0.649894604,8.328188572
normal,217.9617934,3298.135332,66.70525782,0.534909419,5.955386797
normal,211.5849402,3247.761637,68.41970885,0.439739661,9.764397327
normal,208.003581,3277.781082,71.76558973,0.582989967,7.055192291
normal,214.274684,3224.693694,68.25957994,0.461573801,8.286146797
normal,210.3805373,3313.780761,67.54095514,0.595184507,7.772116986
normal,212.1338683,3219.082793,70.45967336,0.652294882,7.625497311
normal,216.1841305,3276.095539,67.96738634,0.584157303,7.806160352
normal,218.7067259,3254.539738,70.7647383,0.733598967,6.852206162
normal,202.8108899,3314.511209,67.02325838,0.511388102,6.711203539
normal,216.4248722,3234.995122,69.85149028,0.544288505,9.131887026
normal,214.4863418,3196.096023,65.89169724,0.571515409,8.858597253
normal,214.1761841,3218.43899,69.27135464,0.488382864,7.59923226
normal,207.3460715,3278.493622,66.73454181,0.58501817,8.5536097
normal,213.864474,3251.210924,69.07031213,0.561152921,6.980654774
normal,216.8015138,3282.811115,70.67098224,0.644269458,9.091064826
normal,217.1044044,3258.326755,70.15888219,0.672593721,7.771732168
normal,222.3130524,3257.738073,69.64481281,0.55482217,7.312503012
normal,220.84727,3286.01943,69.52151016,0.547005422,5.356625362
normal,211.1493611,3297.794892,65.81784416,0.517094557,6.082362028
normal,215.317504,3259.167024,67.51932802,0.481887217,7.558730044
normal,209.7251417,3225.437077,71.79544451,0.502455555,6.976673886
normal,211.3368342,3247.769985,65.44272628,0.384625404,5.770156647
normal,216.5667013,3248.172866,65.42750776,0.647761786,7.585056667
normal,223.3364134,3247.314259,65.5195255,0.589119954,8.715325377
normal,211.5176848,3197.694577,69.27123938,0.671888369,7.379270909
normal,213.4927624,3248.294615,69.29633745,0.622772112,6.399200079
normal,216.9922237,3235.53212,67.91888265,0.394538538,6.22034056
normal,215.2412554,3207.88088,68.27738039,0.671534699,6.02830996
normal,221.9161199,3256.383134,67.87795923,0.574574942,8.204447215
normal,222.218557,3269.286348,67.29387323,0.561638248,6.368006725
normal,215.7005765,3141.04641,65.72573038,0.448240019,6.420887289
normal,221.7121348,3308.314797,67.80328531,0.498298644,7.381379515
normal,211.9583831,3330.436534,66.04879694,0.514227441,8.129885389
normal,219.5289499,3247.772404,69.54517461,0.483625307,7.906356416
normal,215.4645129,3308.015898,62.60460157,0.586663581,7.214347929
normal,213.6483742,3229.119156,66.20868724,0.499348683,7.601280078
normal,213.1997308,3282.484319,67.13196242,0.599723385,7.186246489
normal,222.7597295,3269.204271,67.86969066,0.493462843,8.445956834
normal,220.0156503,3276.241696,68.92295163,0.467621338,5.676181664
normal,211.97774,3229.534965,61.51019549,0.613419453,8.456080226
normal,213.7973949,3261.326008,66.98828343,0.694793346,8.238653444
normal,206.1009646,3275.154964,67.91728474,0.454908399,6.118184972
normal,208.8602469,3255.2646,69.74874405,0.539908852,8.643560492
normal,218.1204825,3204.964592,67.92148883,0.530685376,8.18719799
normal,223.3229136,3299.110126,66.01764634,0.536953831,7.376396981
normal,223.8557886,3290.842951,66.32355488,0.372882509,7.084859707
normal,214.3398549,3274.793426,71.72560216,0.604628568,7.193555288
normal,211.8730842,3255.911149,68.50630739,0.66636144,9.039725865
normal,212.761899,3205.752277,65.4672087,0.655342244,7.342255942
normal,214.9451937,3230.769517,70.10119551,0.488751121,8.060330575
normal,223.4502248,3288.328099,63.55284143,0.499075621,9.278437571
normal,214.3782729,3272.901009,69.16933557,0.476883331,6.446135246
normal,214.3672367,3222.607415,69.37606066,0.514173915,7.975993417
normal,207.6315062,3256.873731,65.4263061,0.433443942,6.953943273
normal,208.5247746,3259.164452,68.82131321,0.636467791,8.203400264
normal,201.5835024,3278.029186,66.53828653,0.495356287,8.200008844
normal,222.0094471,3252.074919,71.55954765,0.675078929,9.922621624
normal,208.8100556,3221.323361,69.25437184,0.487068625,7.729286832
normal,215.1101381,3242.411562,70.82152097,0.751695486,6.509223923
normal,219.5217773,3255.517267,65.90334978,0.505847735,6.914682368
normal,221.4127467,3217.844809,69.9027984,0.6208827,8.666244773
normal,212.8093519,3214.017816,67.66593882,0.523456346,7.233744857
normal,217.5404102,3221.115561,66.47140374,0.595296299,7.576655201
normal,213.2454489,3228.908918,65.12124381,0.651657162,8.112795364
normal,210.6595508,3248.124311,66.77866739,0.517747892,6.446344394
normal,210.0283782,3309.322192,68.45499482,0.495068509,6.554607413
normal,213.0704974,3228.730725,68.30315757,0.570283039,7.613804024
normal,215.6204611,3304.870021,68.94364367,0.595395987,7.901544905
normal,218.0768191,3236.658176,68.6553915,0.682467958,8.343499689
normal,219.1529689,3240.337559,65.83897108,0.505879905,6.705627813
normal,220.3915859,3285.058125,68.23565446,0.533474735,7.18160315
normal,214.2453947,3241.12496,69.3951799,0.63954759,6.556423936
normal,212.8902607,3255.910656,72.03220075,0.587189925,6.938294758
normal,215.5821278,3249.184373,68.69300017,0.580452024,7.016380644
normal,217.3746507,3210.618842,65.18669602,0.565796359,5.806841228
normal,208.2412381,3215.499853,66.38358505,0.542908902,9.210183992
normal,211.1326629,3181.260205,68.64381427,0.705381497,7.749232753
normal,221.8055229,3264.551653,70.12633668,0.561199124,9.342665277
normal,217.2141558,3253.969957,63.18418955,0.478998933,7.520805526
normal,212.334845,3254.408452,68.16395016,0.660613811,8.395322727
normal,211.574135,3287.422186,68.30263971,0.522029999,7.876244328
normal,220.8008445,3231.399841,64.62628752,0.578499089,8.796368588
normal,209.2066343,3264.246322,67.92407245,0.487097867,8.303836092
normal,215.8107195,3203.831645,65.61272058,0.51163271,5.693764359
normal,213.5833584,3234.253321,68.37043888,0.439633499,8.457261976
normal,209.5576568,3275.590143,71.62717566,0.449565305,6.960438566
normal,212.0866246,3230.295225,68.59366013,0.434691674,7.945347373
normal,215.5645127,3295.774669,68.82816773,0.518545895,8.860233823
normal,222.2227716,3307.999122,66.67237219,0.597043758,8.595334552
normal,214.0433868,3289.992626,69.52630087,0.58537219,8.848944379
normal,224.028064,3230.963423,71.75118606,0.525416768,6.872428546
normal,205.449882,3153.637963,69.23518972,0.698744721,6.748560307
normal,212.8954351,3171.414435,69.21275945,0.525954876,8.201999235
normal,214.1577599,3292.809808,64.04083731,0.59995769,7.656486804
